KELAS,HARI,MATA_KULIAH,WAKTU,RUANG,DOSEN,Kode_Kelas
3IC02,Selasa,Getaran Mekanik *,4/5/6,F8481,RUDI IRAWAN,3IC02
3IC02,Selasa,Pengukuran Teknik *,8/9,F8461,CHRISTOFEL JAROT YUDAPUTRANTO,3IC02
3IC02,Kamis,Elemen Mesin 2 *,1/2,G232,SUPRIYONO,3IC02
3IC02,Kamis,Teknik Tenaga Listrik *,3/4,G232,SANDY SURYADY,3IC02
3IC02,Kamis,Pneumatik dan Hidrolik,6/7,G232,RIDWAN,3IC02
3IC03,Senin,Matematika Teknik 3 *,2/3/4,E234,DANNY SETIAWAN,3IC03
3IC03,Senin,Statistik Teknik,6/7,E512,RATIH KURNIASIH,3IC03
3IC03,Selasa,Teknik Tenaga Listrik *,2/3,F8455,ARIFUDDIN,3IC03
3IC03,Selasa,Pengukuran Teknik *,4/5,F8455,CHRISTOFEL JAROT YUDAPUTRANTO,3IC03
3IC03,Selasa,Getaran Mekanik *,7/8/9,F8443,ARIYANTO1,3IC03
3IC03,Kamis,Elemen Mesin 2 *,3/4,G343,SUPRIYONO,3IC03
3IC03,Kamis,Perpindahan Kalor dan Massa 2,6/7,G233,MUHAMMAD LUQMAN,3IC03
3IC03,Kamis,Pneumatik dan Hidrolik,8/9,G233,RIDWAN,3IC03
3IC04,Senin,Perpindahan Kalor dan Massa 2,1/2,J154,IWAN SETYAWAN,3IC04
3IC04,Senin,Teknik Tenaga Listrik *,3/4,J154,SANDY SURYADY,3IC04
3IC04,Senin,Pengukuran Teknik *,5/6,J154,IRVAN SEPTYAN MULYANA,3IC04
3IC04,Rabu,Pneumatik dan Hidrolik,3/4,J1216A,RIDWAN,3IC04
3IC04,Rabu,Matematika Teknik 3 *,6/7/8,J143,TRI HANDHIKA,3IC04
3IC04,Sabtu,Statistik Teknik,2/3,J118,FEBRIAN ALIANDI,3IC04
3IC04,Sabtu,Elemen Mesin 2 *,4/5,J118,AGUNG DWI SAPTO,3IC04
3IC04,Sabtu,Getaran Mekanik *,7/8/9,J1110,EKO APRIANTO NUGROHO,3IC04
3IC05,Senin,Perpindahan Kalor dan Massa 2,3/4,J1211,IWAN SETYAWAN,3IC05
3IC05,Senin,Matematika Teknik 3 *,6/7/8,J1211,TRI NUR ARIFIN,3IC05
3IC05,Senin,Pengukuran Teknik *,9/10,J1211,IRVAN SEPTYAN MULYANA,3IC05
3IC05,Rabu,Getaran Mekanik *,1/2/3,J1419,AJI ABDILLAH KHARISMA,3IC05
3IC05,Rabu,Pneumatik dan Hidrolik,5/6,J138,RIDWAN,3IC05
3IC05,Rabu,Statistik Teknik,7/8,J138,ABDUL MUCHLIS,3IC05
3IC05,Sabtu,Teknik Tenaga Listrik *,3/4,J1511,ARIFUDDIN,3IC05
3IC05,Sabtu,Elemen Mesin 2 *,6/7,J1511,AGUNG DWI SAPTO,3IC05
4IC01,Senin,Teknologi Rapid Prototyping,3/4,E222,MOHAMMAD YAMIN,4IC01
4IC01,Senin,Mekanika Nanomaterial dan Biomate,7/8,E222,SUNYOTO,4IC01
4IC01,Kamis,Robotika Cerdas,,UGTV,TEAM TEACHING,4IC01
4IC01,Kamis,Praktikum Robotika Cerdas,6/7,,TIM DOSEN,4IC01
4IC01,Jum'at,Capstone Design,1/2/3/4,D656,RADEN RORO SRI POERNOMO SARI,4IC01
4IC01,Jum'at,Metode Elemen Hingga,7/8,D656,HERU KUNCORO,4IC01
4IC01,Sabtu,Kewirausahaan Technopreneur,1/2,E433,ICHSAN PURNAMA,4IC01
4IC01,Sabtu,Manajemen Industri *,3/4,E433,ARIO GERALDI,4IC01
4IC01,Sabtu,Tek. Keselamatan&Kesehatan Kerja,5/6,E433,ELBI WISENO,4IC01
4IC02,Senin,Metode Elemen Hingga,1/2,E335,RADEN RORO SRI POERNOMO SARI,4IC02
4IC02,Senin,Mekanika Nanomaterial dan Biomate,4/5,E218,SUNYOTO,4IC02
4IC02,Senin,Teknologi Rapid Prototyping,6/7,E218,MOHAMMAD YAMIN,4IC02
4IC02,Selasa,Praktikum Robotika Cerdas,3/4,,TIM DOSEN,4IC02
4IC02,Kamis,Robotika Cerdas,,UGTV,TEAM TEACHING,4IC02
4IC02,Jum'at,Capstone Design,1/2/3/4,E427,HARIS RUDIANTO,4IC02
4IC02,Sabtu,Tek. Keselamatan&Kesehatan Kerja,3/4,E521,ELBI WISENO,4IC02
4IC02,Sabtu,Kewirausahaan Technopreneur,5/6,E521,ICHSAN PURNAMA,4IC02
4IC02,Sabtu,Manajemen Industri *,7/8,E521,ANDI CAHYA ICHI,4IC02
4IC03,Senin,Metode Elemen Hingga,1/2,J1516A,ABDUL MUCHLIS,4IC03
4IC03,Senin,Mekanika Nanomaterial dan Biomate,3/4,J1516A,CHRISTOFEL JAROT YUDAPUTRANTO,4IC03
4IC03,Senin,Capstone Design,7/8/9/10,J1516A,SUPRIYONO,4IC03
4IC03,Selasa,Kewirausahaan Technopreneur,6/7,J61002,ELBI WISENO,4IC03
4IC03,Selasa,Teknologi Rapid Prototyping,8/9,J61002,MOHAMMAD YAMIN,4IC03
4IC03,Kamis,Robotika Cerdas,,UGTV,TEAM TEACHING,4IC03
4IC03,Jum'at,Praktikum Robotika Cerdas,8/9,,TIM DOSEN,4IC03
4IC03,Sabtu,Tek. Keselamatan&Kesehatan Kerja,1/2,J1116,ABDUL RAHMAN AGUNG RAMADHAN,4IC03
4IC03,Sabtu,Manajemen Industri *,3/4,J1116,EKO APRIANTO NUGROHO,4IC03
4IC04,Senin,Mekanika Nanomaterial dan Biomate,1/2,J1515B,CHRISTOFEL JAROT YUDAPUTRANTO,4IC04
4IC04,Senin,Metode Elemen Hingga,3/4,J1515B,ABDUL MUCHLIS,4IC04
4IC04,Senin,Capstone Design,6/7/8/9,J1515B,IWAN SETYAWAN,4IC04
4IC04,Selasa,Kewirausahaan Technopreneur,3/4,J60905,ELBI WISENO,4IC04
4IC04,Selasa,Teknologi Rapid Prototyping,6/7,J60905,MOHAMMAD YAMIN,4IC04
4IC04,Kamis,Robotika Cerdas,,UGTV,TEAM TEACHING,4IC04
4IC04,Jum'at,Praktikum Robotika Cerdas,8/9,,TIM DOSEN,4IC04
4IC04,Sabtu,Manajemen Industri *,1/2,J1616,EKO APRIANTO NUGROHO,4IC04
4IC04,Sabtu,Tek. Keselamatan&Kesehatan Kerja,3/4,J1616,DWI ARIF SANTOSO,4IC04
4IC05,Kamis,Praktikum Robotika Cerdas,8/9,,TIM DOSEN,4IC05
1ID01,Senin,Fisika Dasar 1,1/2,G126,HENING HENDRATO,1ID01
1ID01,Senin,Dasar Komp. & Pemrograman B,3/4,G126,NURASIAH,1ID01
1ID01,Senin,Menggambar Teknik,6/7,G423,DODDI YUNIARDI,1ID01
1ID01,Senin,Bahasa Indonesia,8/9,G423,TRI BUDIARTA,1ID01
1ID01,Rabu,Pengantar Teknik Industri *,2/3,G226,ROSSI SEPTY WAHYUNI,1ID01
1ID01,Rabu,Kimia Dasar,5/6,G139,YASMAN RIANTO,1ID01
1ID01,Rabu,Dasar Komp. & Pemrograman A,7/8,G139,ARI ROSEMALA TRIASARI,1ID01
1ID01,Jum'at,Matematika Dasar B,1/2,F8456,DYAH CITA IRAWATI,1ID01
1ID01,Jum'at,Matematika Dasar A,3/4,F8456,RAVI AHMAD SALIM,1ID01
1ID02,Senin,Kimia Dasar,3/4,E414,ROMDHONI SUSILOATMADJA,1ID02
1ID02,Senin,Menggambar Teknik,5/6,E414,TRI MULYANTO,1ID02
1ID02,Senin,Dasar Komp. & Pemrograman B,7/8,E414,NURASIAH,1ID02
1ID02,Rabu,Dasar Komp. & Pemrograman A,1/2,G129,ARI ROSEMALA TRIASARI,1ID02
1ID02,Rabu,Fisika Dasar 1,3/4,G129,DESY HERTINSYANA,1ID02
1ID02,Rabu,Matematika Dasar A,6/7,G112,YULI FITRIYANI,1ID02
1ID02,Rabu,Matematika Dasar B,8/9,G112,DYAH CITA IRAWATI,1ID02
1ID02,Kamis,Bahasa Indonesia,1/2,G349,RAFIQA MAULIDIA,1ID02
1ID02,Kamis,Pengantar Teknik Industri *,4/5,G222,ROSSI SEPTY WAHYUNI,1ID02
1ID03,Senin,Dasar Komp. & Pemrograman A,1/2,G236,NURASIAH,1ID03
1ID03,Senin,Pengantar Teknik Industri *,4/5,G113,ROSSI SEPTY WAHYUNI,1ID03
1ID03,Senin,Bahasa Indonesia,6/7,G453,TRI BUDIARTA,1ID03
1ID03,Rabu,Kimia Dasar,3/4,G451,YASMAN RIANTO,1ID03
1ID03,Rabu,Dasar Komp. & Pemrograman B,5/6,G421,DEASY INDAYANTI,1ID03
1ID03,Jum'at,Matematika Dasar A,1/2,F8455,RAVI AHMAD SALIM,1ID03
1ID03,Jum'at,Fisika Dasar 1,3/4,F8455,HENING HENDRATO,1ID03
1ID03,Sabtu,Menggambar Teknik,6/7,G236,DWI HARDIONO,1ID03
1ID03,Sabtu,Matematika Dasar B,8/9,G236,EVAN PURNAMA RAMDAN,1ID03
1ID04,Senin,Kimia Dasar,1/2,E413,YASMAN RIANTO,1ID04
1ID04,Senin,Menggambar Teknik,3/4,E413,TRI MULYANTO,1ID04
1ID04,Senin,Bahasa Indonesia,5/6,E413,ANDINI KURNIA FITRIANA,1ID04
1ID04,Rabu,Fisika Dasar 1,1/2,G221,GATOT PRAYOGO,1ID04
1ID04,Rabu,Matematika Dasar A,3/4,G221,VERONICA ERNITA KRISTIANTI,1ID04
1ID04,Rabu,Matematika Dasar B,6/7,G224,DYAH CITA IRAWATI,1ID04
1ID04,Rabu,Pengantar Teknik Industri *,8/9,G224,ASEP MOHAMAD NOOR,1ID04
1ID04,Kamis,Dasar Komp. & Pemrograman B,5/6,G228,DEASY INDAYANTI,1ID04
1ID04,Kamis,Dasar Komp. & Pemrograman A,7/8,G228,NURASIAH,1ID04
1ID05,Rabu,Bahasa Indonesia,1/2,G139,NURMANINGSIH,1ID05
1ID05,Rabu,Dasar Komp. & Pemrograman A,4/5,G348,ARI ROSEMALA TRIASARI,1ID05
1ID05,Kamis,Pengantar Teknik Industri *,1/2,G237,PRAMESWARI RIZCHA JULIANDA,1ID05
1ID05,Kamis,Dasar Komp. & Pemrograman B,3/4,G228,DEASY INDAYANTI,1ID05
1ID05,Kamis,Matematika Dasar B,6/7,G316,REHULINA APRIYANTI,1ID05
1ID05,Jum'at,Fisika Dasar 1,1/2,F8451,HENING HENDRATO,1ID05
1ID05,Jum'at,Matematika Dasar A,3/4,F8451,DYAH CITA IRAWATI,1ID05
1ID05,Sabtu,Kimia Dasar,2/3,G238,SARASWATI RAMADHANI PRIYONO,1ID05
1ID05,Sabtu,Menggambar Teknik,4/5,G238,DWI HARDIONO,1ID05
1ID06,Rabu,Bahasa Indonesia,3/4,J139,MELANIAWATI,1ID06
1ID06,Rabu,Menggambar Teknik,5/6,J139,ACHMAD RISA HARFIT,1ID06
1ID06,Rabu,Fisika Dasar 1,7/8,J139,RIDHA ISKANDAR,1ID06
1ID06,Kamis,Dasar Komp. & Pemrograman A,1/2,J1211,NIA YUNINGSIH,1ID06
1ID06,Kamis,Pengantar Teknik Industri *,3/4,J1211,ASEP MOHAMAD NOOR,1ID06
1ID06,Kamis,Dasar Komp. & Pemrograman B,5/6,J1211,NOOR VIKA HIZVIANI,1ID06
1ID06,Kamis,Matematika Dasar A,8/9,J137,MARIA Y ARYATI WAHYUNINGRUM,1ID06
1ID06,Sabtu,Kimia Dasar,1/2,J133B,GITA RAKHMAWATI/MARIZA WIJAYANTI,1ID06
1ID06,Sabtu,Matematika Dasar B,3/4,J133B,POPONG SETIAWATI,1ID06
1ID07,Rabu,Menggambar Teknik,3/4,J127,DODDI YUNIARDI,1ID07
1ID07,Rabu,Fisika Dasar 1,5/6,J127,RIDHA ISKANDAR,1ID07
1ID07,Rabu,Bahasa Indonesia,7/8,J127,MELANIAWATI,1ID07
1ID07,Kamis,Pengantar Teknik Industri *,1/2,J1312,ASEP MOHAMAD NOOR,1ID07
1ID07,Kamis,Matematika Dasar A,5/6,J1312,MARIA Y ARYATI WAHYUNINGRUM,1ID07
1ID07,Kamis,Dasar Komp. & Pemrograman B,7/8,J1312,NOOR VIKA HIZVIANI,1ID07
1ID07,Sabtu,Dasar Komp. & Pemrograman A,1/2,J1410,YESSY ASRI,1ID07
1ID07,Sabtu,Kimia Dasar,3/4,J1410,GITA RAKHMAWATI/MARIZA WIJAYANTI,1ID07
1ID07,Sabtu,Matematika Dasar B,5/6,J1410,POPONG SETIAWATI,1ID07
1ID08,Rabu,Menggambar Teknik,1/2,J1416B,ACHMAD RISA HARFIT,1ID08
1ID08,Rabu,Fisika Dasar 1,3/4,J1416B,RIDHA ISKANDAR,1ID08
1ID08,Rabu,Bahasa Indonesia,7/8,J1411,SEPITRI DARUYANI,1ID08
1ID08,Kamis,Dasar Komp. & Pemrograman B,1/2,J1315B,NOOR VIKA HIZVIANI,1ID08
1ID08,Kamis,Matematika Dasar A,3/4,J1315B,SIGIT MUHAMAD YAKUB,1ID08
1ID08,Kamis,Pengantar Teknik Industri *,5/6,J1315B,MOEHAMAD ADI ROCHMAT,1ID08
1ID08,Sabtu,Matematika Dasar B,1/2,J1415,ARIFUDDIN,1ID08
1ID08,Sabtu,Dasar Komp. & Pemrograman A,3/4,J1415,YESSY ASRI,1ID08
1ID08,Sabtu,Kimia Dasar,5/6,J1415,GITA RAKHMAWATI/MARIZA WIJAYANTI,1ID08
1ID09,Senin,Fisika Dasar 1,1/2,K271,SANDY SURYO PRAYOGO,1ID09
1ID09,Senin,Dasar Komp. & Pemrograman A,3/4,K254,NOOR VIKA HIZVIANI,1ID09
1ID09,Selasa,Matematika Dasar B,2/3,K262,BAMBANG GUNAWAN H,1ID09
1ID09,Selasa,Dasar Komp. & Pemrograman B,4/5,K272,LU'LU MAWADDAH WISUDAWATI,1ID09
1ID09,Kamis,Kimia Dasar,1/2,K255,ROMDHONI SUSILOATMADJA,1ID09
1ID09,Kamis,Menggambar Teknik,3/4,K254,TRI MULYANTO,1ID09
1ID09,Jum'at,Matematika Dasar A,7/8,K243,VERONICA ERNITA KRISTIANTI,1ID09
1ID09,Sabtu,Bahasa Indonesia,1/2,K163,BELLA AMALIA,1ID09
1ID09,Sabtu,Pengantar Teknik Industri *,3/4,K284,RATIH WULANDARI,1ID09
1ID10,Senin,Dasar Komp. & Pemrograman A,1/2,K254,NOOR VIKA HIZVIANI,1ID10
1ID10,Senin,Fisika Dasar 1,3/4,K271,SANDY SURYO PRAYOGO,1ID10
1ID10,Senin,Pengantar Teknik Industri *,5/6,K262,ASEP MOHAMAD NOOR,1ID10
1ID10,Selasa,Dasar Komp. & Pemrograman B,2/3,K272,LU'LU MAWADDAH WISUDAWATI,1ID10
1ID10,Selasa,Matematika Dasar B,4/5,K262,BAMBANG GUNAWAN H,1ID10
1ID10,Kamis,Menggambar Teknik,1/2,K254,TRI MULYANTO,1ID10
1ID10,Kamis,Kimia Dasar,3/4,K255,ROMDHONI SUSILOATMADJA,1ID10
1ID10,Jum'at,Matematika Dasar A,3/4,K243,VERONICA ERNITA KRISTIANTI,1ID10
1ID10,Sabtu,Bahasa Indonesia,3/4,K163,BELLA AMALIA,1ID10
2ID01,Senin,Komputasi Big Data,,UGTV,TEAM TEACHING,2ID01
2ID01,Selasa,Penelitian Operasional *,3/4/5,E334,AINUL HAQ,2ID01
2ID01,Selasa,Pengetahuan Lingkungan,6/7,E334,AGUS SULAKSONO,2ID01
2ID01,Kamis,Praktikum Komputasi Big Data,1/2,,TIM DOSEN,2ID01
2ID01,Jum'at,Kalkulus 2,2/3/4,E334,ARIYANTO1,2ID01
2ID01,Jum'at,Pendidikan Pancasila *,7/8,E235,DWIGHT GEORGE NAYOAN,2ID01
2ID01,Sabtu,Matriks dan Ruang Vektor,1/2/3,G228,DARWIS ABDUL ROHMAN,2ID01
2ID01,Sabtu,Pengantar Ilmu Ekonomi,4/5,G228,AULIA GUNTUR WIBISONO,2ID01
2ID01,Sabtu,Statistika Inferensia */**,7/8,G228,YAHYA ZULKARNAIN,2ID01
2ID02,Senin,Komputasi Big Data,,UGTV,TEAM TEACHING,2ID02
2ID02,Selasa,Pengantar Ilmu Ekonomi,3/4,E227,WIDYATMINI,2ID02
2ID02,Selasa,Kalkulus 2,5/6/7,E227,DODDI YUNIARDI,2ID02
2ID02,Selasa,Pendidikan Pancasila *,9/10,E311,MUSANA,2ID02
2ID02,Kamis,Pengetahuan Lingkungan,1/2,G123,YAHYA ZULKARNAIN,2ID02
2ID02,Kamis,Statistika Inferensia */**,3/4,G123,RAKHMA OKTAVINA,2ID02
2ID02,Jum'at,Praktikum Komputasi Big Data,1/2,,TIM DOSEN,2ID02
2ID02,Jum'at,Penelitian Operasional *,2/3/4,D614,RATIH WULANDARI,2ID02
2ID02,Sabtu,Matriks dan Ruang Vektor,1/2/3,G133,ARIEF NURDINI,2ID02
2ID03,Senin,Komputasi Big Data,,UGTV,TEAM TEACHING,2ID03
2ID03,Selasa,Pendidikan Pancasila *,1/2,G216,WIDIO PURWANI,2ID03
2ID03,Selasa,Kalkulus 2,3/4/5,G216,ARIYANTO1,2ID03
2ID03,Selasa,Penelitian Operasional *,7/8/9,G345,AINUL HAQ,2ID03
2ID03,Rabu,Matriks dan Ruang Vektor,4/5/6,G441,ELSA OKTAVITRI,2ID03
2ID03,Rabu,Statistika Inferensia */**,8/9,G233,RAKHMA OKTAVINA,2ID03
2ID03,Kamis,Praktikum Komputasi Big Data,3/4,,TIM DOSEN,2ID03
2ID03,Sabtu,Pengantar Ilmu Ekonomi,7/8,E223,ZARWISMAN,2ID03
2ID03,Sabtu,Pengetahuan Lingkungan,9/10,E223,ANITA2,2ID03
2ID04,Senin,Komputasi Big Data,,UGTV,TEAM TEACHING,2ID04
2ID04,Selasa,Kalkulus 2,1/2/3,G115,M. ABDUL RIVAI,2ID04
2ID04,Selasa,Pendidikan Pancasila *,4/5,G115,WIDIO PURWANI,2ID04
2ID04,Selasa,Pengantar Ilmu Ekonomi,7/8,G248,ASHAR BASYIR,2ID04
2ID04,Kamis,Statistika Inferensia */**,1/2,G122,RAKHMA OKTAVINA,2ID04
2ID04,Kamis,Penelitian Operasional *,4/5/6,G2410,RATIH WULANDARI,2ID04
2ID04,Jum'at,Praktikum Komputasi Big Data,6/7,,TIM DOSEN,2ID04
2ID04,Sabtu,Matriks dan Ruang Vektor,4/5/6,G223,ARIEF NURDINI,2ID04
2ID04,Sabtu,Pengetahuan Lingkungan,7/8,G223,ANITA2,2ID04
2ID05,Senin,Komputasi Big Data,,UGTV,TEAM TEACHING,2ID05
2ID05,Selasa,Praktikum Komputasi Big Data,1/2,,TIM DOSEN,2ID05
2ID05,Rabu,Kalkulus 2,6/7/8,D641,DESTYANTO ANGGORO,2ID05
2ID05,Kamis,Pengantar Ilmu Ekonomi,1/2,G113,WIDYATMINI,2ID05
2ID05,Kamis,Pendidikan Pancasila *,3/4,G113,MEI RAHARJA,2ID05
2ID05,Kamis,Pengetahuan Lingkungan,5/6,G113,YAHYA ZULKARNAIN,2ID05
2ID05,Sabtu,Penelitian Operasional *,1/2/3,G113,ANITA2,2ID05
2ID05,Sabtu,Matriks dan Ruang Vektor,5/6/7,G113,DARWIS ABDUL ROHMAN,2ID05
2ID05,Sabtu,Statistika Inferensia */**,8/9,G113,TIUR RODIALA SINAGA,2ID05
2ID06,Senin,Komputasi Big Data,,UGTV,TEAM TEACHING,2ID06
2ID06,Selasa,Pengantar Ilmu Ekonomi,2/3,J127,MUHAMAD YUNANTO,2ID06
2ID06,Selasa,Statistika Inferensia */**,4/5,J127,ALSEN MEDIKANO,2ID06
2ID06,Rabu,Pengetahuan Lingkungan,3/4,J153,STEPHANUS BENEDICTUS BERA LIWUN,2ID06
2ID06,Rabu,Kalkulus 2,7/8/9,J1523,DODDI YUNIARDI,2ID06
2ID06,Kamis,Matriks dan Ruang Vektor,2/3/4,J326,ELSA OKTAVITRI,2ID06
2ID06,Kamis,Pendidikan Pancasila *,5/6,J326,SUDJIRAN,2ID06
2ID06,Kamis,Penelitian Operasional *,8/9/10,J326,YUYUN YUNIAR ROHMATIN,2ID06
2ID06,Sabtu,Praktikum Komputasi Big Data,1/2,,TIM DOSEN,2ID06
2ID07,Senin,Komputasi Big Data,,UGTV,TEAM TEACHING,2ID07
2ID07,Selasa,Pengantar Ilmu Ekonomi,4/5,J119,MUHAMAD YUNANTO,2ID07
2ID07,Selasa,Statistika Inferensia */**,7/8,J119,ALSEN MEDIKANO,2ID07
2ID07,Rabu,Pengetahuan Lingkungan,1/2,J1216B,STEPHANUS BENEDICTUS BERA LIWUN,2ID07
2ID07,Rabu,Kalkulus 2,4/5/6,J1523,HERU HERDIANTO,2ID07
2ID07,Kamis,Pendidikan Pancasila *,1/2,J311,SUDJIRAN,2ID07
2ID07,Kamis,Penelitian Operasional *,4/5/6,J311,AGUS SULAKSONO,2ID07
2ID07,Kamis,Matriks dan Ruang Vektor,8/9/10,J311,ELSA OKTAVITRI,2ID07
2ID07,Sabtu,Praktikum Komputasi Big Data,1/2,,TIM DOSEN,2ID07
2ID08,Senin,Komputasi Big Data,,UGTV,TEAM TEACHING,2ID08
2ID08,Selasa,Praktikum Komputasi Big Data,1/2,,TIM DOSEN,2ID08
2ID08,Selasa,Pengantar Ilmu Ekonomi,7/8,J127,MUHAMAD YUNANTO,2ID08
2ID08,Selasa,Statistika Inferensia */**,9/10,J127,ALSEN MEDIKANO,2ID08
2ID08,Rabu,Kalkulus 2,1/2/3,J1310,HERU HERDIANTO,2ID08
2ID08,Rabu,Pengetahuan Lingkungan,5/6,J1220,STEPHANUS BENEDICTUS BERA LIWUN,2ID08
2ID08,Kamis,Penelitian Operasional *,1/2/3,J336,AGUS SULAKSONO,2ID08
2ID08,Kamis,Matriks dan Ruang Vektor,5/6/7,J336,ELSA OKTAVITRI,2ID08
2ID08,Kamis,Pendidikan Pancasila *,8/9,J336,SUDJIRAN,2ID08
2ID09,Senin,Komputasi Big Data,,UGTV,TEAM TEACHING,2ID09
2ID09,Selasa,Kalkulus 2,1/2/3,K291,ABDUL MUCHLIS,2ID09
2ID09,Rabu,Pengetahuan Lingkungan,4/5,K295,YAHYA ZULKARNAIN,2ID09
2ID09,Rabu,Matriks dan Ruang Vektor,6/7/8,K154,ILMIYATI SARI,2ID09
2ID09,Kamis,Praktikum Komputasi Big Data,1/2,,TIM DOSEN,2ID09
2ID09,Kamis,Statistika Inferensia */**,6/7,K251,TITIEK IREWATI,2ID09
2ID09,Jum'at,Pengantar Ilmu Ekonomi,3/4,K288,DANIEL DAMARIS NOVRIANTO SURYAJAYA,2ID09
2ID09,Sabtu,Pendidikan Pancasila *,1/2,K175,LIANA ELFARISTO ARIANI,2ID09
2ID09,Sabtu,Penelitian Operasional *,4/5/6,K151,AGUS SULAKSONO,2ID09
2ID10,Senin,Komputasi Big Data,,UGTV,TEAM TEACHING,2ID10
2ID10,Selasa,Kalkulus 2,4/5/6,K291,ABDUL MUCHLIS,2ID10
2ID10,Rabu,Penelitian Operasional *,1/2/3,K161,HOTNIAR SIRINGORINGO,2ID10
2ID10,Kamis,Pendidikan Pancasila *,1/2,K262,RIDWAN MUHAMMAD,2ID10
2ID10,Kamis,Statistika Inferensia */**,3/4,K251,TITIEK IREWATI,2ID10
2ID10,Jum'at,Pengantar Ilmu Ekonomi,1/2,K288,DANIEL DAMARIS NOVRIANTO SURYAJAYA,2ID10
2ID10,Jum'at,Pengetahuan Lingkungan,3/4,K296,NURJANNAH,2ID10
2ID10,Sabtu,Matriks dan Ruang Vektor,1/2/3,K151,AGUS SULAKSONO,2ID10
2ID10,Sabtu,Praktikum Komputasi Big Data,6/7,,TIM DOSEN,2ID10
2ID11,Selasa,Praktikum Komputasi Big Data,3/4,,TIM DOSEN,2ID11
3ID01,Senin,Simulasi Sistem,4/5/6,E448,EMIRUL BAHAR,3ID01
3ID01,Rabu,Perenc. & Pengendalian Produksi *,1/2/3,G116,MAULIDA BORU BUTAR-BUTAR,3ID01
3ID01,Rabu,Tek.Keselamatan&Kesehatan Kerja,6/7,G422,ROSSI SEPTY WAHYUNI,3ID01
3ID01,Rabu,Pemodelan Sistem *,8/9,G422,NURJANNAH,3ID01
3ID01,Kamis,Metode Penelitian,1/2,E322,RATIH WULANDARI,3ID01
3ID01,Kamis,Peranc.Sistem Kerja&Ergonomi,3/4,E322,DIAN KEMALA PUTRI,3ID01
3ID01,Kamis,Material Teknik *,7/8,E224,HARIS RUDIANTO,3ID01
3ID01,Kamis,Analisis dan Estimasi Biaya,9/10,E224,BUDI HERMANA,3ID01
3ID02,Senin,Simulasi Sistem,6/7/8,E432,HOTNIAR SIRINGORINGO,3ID02
3ID02,Senin,Pemodelan Sistem *,9/10,E432,NANIH SUHARTINI,3ID02
3ID02,Rabu,Tek.Keselamatan&Kesehatan Kerja,1/2,G243,ELBI WISENO,3ID02
3ID02,Rabu,Perenc. & Pengendalian Produksi *,3/4/5,G243,NURJANNAH,3ID02
3ID02,Kamis,Peranc.Sistem Kerja&Ergonomi,1/2,E328,DIAN KEMALA PUTRI,3ID02
3ID02,Kamis,Analisis dan Estimasi Biaya,3/4,E328,BUDI HERMANA,3ID02
3ID02,Kamis,Metode Penelitian,7/8,E325,RAKHMA OKTAVINA,3ID02
3ID02,Kamis,Material Teknik *,9/10,E325,HARIS RUDIANTO,3ID02
3ID03,Selasa,Simulasi Sistem,1/2/3,G433,NANIH SUHARTINI,3ID03
3ID03,Selasa,Pemodelan Sistem *,6/7,G344,YAHYA ZULKARNAIN,3ID03
3ID03,Selasa,Metode Penelitian,8/9,G344,SYARIFUDDIN NASUTION,3ID03
3ID03,Kamis,Analisis dan Estimasi Biaya,1/2,G234,SUDARYANTO,3ID03
3ID03,Kamis,Perenc. & Pengendalian Produksi *,3/4/5,G234,INA SITI HASANAH,3ID03
3ID03,Kamis,Peranc.Sistem Kerja&Ergonomi,7/8,G145,NURJANNAH,3ID03
3ID03,Sabtu,Material Teknik *,5/6,E326,NINCY AYU LESTARI,3ID03
3ID03,Sabtu,Tek.Keselamatan&Kesehatan Kerja,7/8,E326,ARIEF NURDINI,3ID03
3ID04,Rabu,Pemodelan Sistem *,1/2,E432,NURJANNAH,3ID04
3ID04,Rabu,Simulasi Sistem,5/6/7,E434,EMIRUL BAHAR,3ID04
3ID04,Rabu,Material Teknik *,9/10,E413,SULAKSANA PERMANA,3ID04
3ID04,Kamis,Perenc. & Pengendalian Produksi *,1/2/3,G248,MAULIDA BORU BUTAR-BUTAR,3ID04
3ID04,Kamis,Analisis dan Estimasi Biaya,6/7,G128,SUDARYANTO,3ID04
3ID04,Kamis,Peranc.Sistem Kerja&Ergonomi,8/9,G128,DIAN KEMALA PUTRI,3ID04
3ID04,Sabtu,Metode Penelitian,6/7,E426,TIUR RODIALA SINAGA,3ID04
3ID04,Sabtu,Tek.Keselamatan&Kesehatan Kerja,9/10,E238,ARIEF NURDINI,3ID04
3ID05,Senin,Simulasi Sistem,1/2/3,E432,EMIRUL BAHAR,3ID05
3ID05,Senin,Pemodelan Sistem *,6/7,E311,NANIH SUHARTINI,3ID05
3ID05,Kamis,Peranc.Sistem Kerja&Ergonomi,1/2,G233,NURJANNAH,3ID05
3ID05,Kamis,Analisis dan Estimasi Biaya,3/4,G233,SUDARYANTO,3ID05
3ID05,Kamis,Tek.Keselamatan&Kesehatan Kerja,6/7,G114,DIAN KEMALA PUTRI,3ID05
3ID05,Kamis,Perenc. & Pengendalian Produksi *,8/9/10,G114,INA SITI HASANAH,3ID05
3ID05,Sabtu,Material Teknik *,1/2,E448,MUHAMMAD YUSUF NURFANI,3ID05
